PRODUCTION_LINE,Date,Planned_Production_Time_Seconds,Actual_Run_Time_Seconds,Total_Actual_Output,Ideal_Cycle_Time_Seconds,Availability,Performance,Quality,OEE
LINE-01,2023-02-11,25440.0,25440.0,2224,11.0,1.0,0.9616352201257862,1.0,0.9616352201257862
LINE-01,2023-02-13,23460.0,23460.0,1886,11.0,1.0,0.884313725490196,1.0,0.884313725490196
LINE-01,2023-02-14,27900.0,27900.0,2449,11.0,1.0,0.9655555555555555,1.0,0.9655555555555555
LINE-01,2023-02-15,26880.0,26880.0,2390,11.0,1.0,0.9780505952380952,1.0,0.9780505952380952
LINE-01,2023-02-16,27900.0,27900.0,2379,11.0,1.0,0.9379569892473119,1.0,0.9379569892473119
LINE-01,2023-02-17,22200.0,22200.0,1918,11.0,1.0,0.9503603603603603,1.0,0.9503603603603603
LINE-01,2023-02-18,21180.0,21180.0,1906,11.0,1.0,0.9898961284230406,1.0,0.9898961284230406
LINE-01,2023-02-20,21240.0,21240.0,1946,11.0,1.0,1.0078154425612054,1.0,1.0078154425612054
LINE-01,2023-02-21,28200.0,28200.0,2361,11.0,1.0,0.9209574468085107,1.0,0.9209574468085107
LINE-01,2023-02-22,27540.0,27540.0,2355,11.0,1.0,0.940631808278867,1.0,0.940631808278867
LINE-01,2023-02-23,27600.0,27600.0,2320,11.0,1.0,0.9246376811594202,1.0,0.9246376811594202
LINE-01,2023-02-24,20760.0,20760.0,1793,11.0,1.0,0.9500481695568401,1.0,0.9500481695568401
LINE-01,2023-02-25,22080.0,22080.0,1811,11.0,1.0,0.9022192028985507,1.0,0.9022192028985507
LINE-01,2023-02-27,22680.0,22680.0,1934,11.0,1.0,0.9380070546737214,1.0,0.9380070546737214
LINE-01,2023-02-28,28740.0,28740.0,2428,11.0,1.0,0.9292971468336813,1.0,0.9292971468336813
LINE-01,2023-03-01,29220.0,29220.0,2423,11.0,1.0,0.9121492128678987,1.0,0.9121492128678987
LINE-01,2023-03-02,27840.0,27840.0,2404,11.0,1.0,0.9498563218390804,1.0,0.9498563218390804
LINE-01,2023-03-03,22800.0,22800.0,1492,11.0,1.0,0.7198245614035088,1.0,0.7198245614035088
LINE-01,2023-03-04,23580.0,23580.0,1957,11.0,1.0,0.9129346904156065,1.0,0.9129346904156065
LINE-01,2023-03-06,22800.0,22800.0,1910,11.0,1.0,0.9214912280701755,1.0,0.9214912280701755
LINE-01,2023-03-07,28320.0,28320.0,2466,11.0,1.0,0.9578389830508475,1.0,0.9578389830508475
LINE-01,2023-03-08,28440.0,28440.0,2448,11.0,1.0,0.9468354430379747,1.0,0.9468354430379747
LINE-01,2023-03-09,30360.0,30360.0,2489,11.0,1.0,0.9018115942028986,1.0,0.9018115942028986
LINE-01,2023-03-10,21840.0,21840.0,1899,11.0,1.0,0.956456043956044,1.0,0.956456043956044
LINE-01,2023-03-11,24060.0,24060.0,1799,11.0,1.0,0.8224854530340815,1.0,0.8224854530340815
LINE-01,2023-03-13,22500.0,22500.0,1844,11.0,1.0,0.9015111111111112,1.0,0.9015111111111112
LINE-01,2023-03-14,29040.0,29040.0,2466,11.0,1.0,0.9340909090909091,1.0,0.9340909090909091
LINE-01,2023-03-15,29100.0,29100.0,2443,11.0,1.0,0.9234707903780068,1.0,0.9234707903780068
LINE-01,2023-03-16,28440.0,28440.0,2484,11.0,1.0,0.9607594936708861,1.0,0.9607594936708861
LINE-01,2023-03-17,22740.0,22740.0,1994,11.0,1.0,0.9645558487247141,1.0,0.9645558487247141
LINE-01,2023-03-18,22260.0,22260.0,1901,11.0,1.0,0.9393980233602875,1.0,0.9393980233602875
LINE-01,2023-03-20,28380.0,28380.0,2403,11.0,1.0,0.9313953488372093,1.0,0.9313953488372093
LINE-01,2023-03-21,26580.0,26580.0,2285,11.0,1.0,0.9456358164033107,1.0,0.9456358164033107
LINE-01,2023-03-22,21180.0,21180.0,1807,11.0,1.0,0.9384796978281398,1.0,0.9384796978281398
LINE-01,2023-03-23,20940.0,20940.0,2018,11.0,1.0,1.0600764087870105,1.0,1.0600764087870105
LINE-01,2023-03-24,15360.0,15360.0,1490,11.0,1.0,1.0670572916666667,1.0,1.0670572916666667
LINE-01,2023-03-25,19800.0,19800.0,1922,11.0,1.0,1.0677777777777777,1.0,1.0677777777777777
LINE-01,2023-03-27,22080.0,22080.0,1820,11.0,1.0,0.9067028985507246,1.0,0.9067028985507246
LINE-01,2023-03-28,22320.0,22320.0,1806,11.0,1.0,0.8900537634408602,1.0,0.8900537634408602
LINE-01,2023-03-29,23220.0,23220.0,1951,11.0,1.0,0.9242463393626185,1.0,0.9242463393626185
LINE-01,2023-03-30,20580.0,20580.0,2019,11.0,1.0,1.0791545189504372,1.0,1.0791545189504372
LINE-01,2023-04-01,18840.0,18840.0,1972,11.0,1.0,1.151380042462845,1.0,1.151380042462845
LINE-01,2023-04-03,21420.0,21420.0,1983,11.0,1.0,1.0183473389355742,1.0,1.0183473389355742
LINE-01,2023-04-04,20100.0,20100.0,1985,11.0,1.0,1.086318407960199,1.0,1.086318407960199
LINE-01,2023-04-05,22620.0,22620.0,1985,11.0,1.0,0.9652961980548187,1.0,0.9652961980548187
LINE-01,2023-04-06,21240.0,21240.0,1987,11.0,1.0,1.0290489642184557,1.0,1.0290489642184557
LINE-01,2023-04-07,14400.0,14400.0,1441,11.0,1.0,1.1007638888888889,1.0,1.1007638888888889
LINE-01,2023-04-08,20880.0,20880.0,1877,11.0,1.0,0.9888409961685823,1.0,0.9888409961685823
LINE-01,2023-04-10,21780.0,21780.0,1983,11.0,1.0,1.0015151515151515,1.0,1.0015151515151515
LINE-01,2023-04-11,12600.0,12600.0,1101,11.0,1.0,0.9611904761904762,1.0,0.9611904761904762
LINE-01,2023-04-12,21060.0,21060.0,1964,11.0,1.0,1.0258309591642925,1.0,1.0258309591642925
LINE-01,2023-04-13,20820.0,20820.0,1999,11.0,1.0,1.0561479346781941,1.0,1.0561479346781941
LINE-01,2023-04-14,13080.0,13080.0,1476,11.0,1.0,1.2412844036697248,1.0,1.2412844036697248
LINE-01,2023-04-15,21120.0,21120.0,1971,11.0,1.0,1.0265625,1.0,1.0265625
LINE-01,2023-04-17,21720.0,21720.0,2005,11.0,1.0,1.0154235727440146,1.0,1.0154235727440146
LINE-01,2023-04-18,22140.0,22140.0,1990,11.0,1.0,0.9887082204155375,1.0,0.9887082204155375
LINE-01,2023-04-19,19380.0,19380.0,1880,11.0,1.0,1.067079463364293,1.0,1.067079463364293
LINE-01,2023-04-26,29400.0,29400.0,2497,11.0,1.0,0.9342517006802721,1.0,0.9342517006802721
LINE-01,2023-04-27,29340.0,29340.0,2424,11.0,1.0,0.9087934560327199,1.0,0.9087934560327199
LINE-01,2023-04-28,22140.0,22140.0,1851,11.0,1.0,0.9196476964769648,1.0,0.9196476964769648
LINE-01,2023-04-29,30420.0,30420.0,2453,11.0,1.0,0.8870151216305062,1.0,0.8870151216305062
LINE-01,2023-05-02,23340.0,23340.0,1813,11.0,1.0,0.8544558697514996,1.0,0.8544558697514996
LINE-01,2023-05-03,23340.0,23340.0,1625,11.0,1.0,0.7658526135389888,1.0,0.7658526135389888
LINE-01,2023-05-04,30540.0,30540.0,2124,11.0,1.0,0.7650294695481336,1.0,0.7650294695481336
LINE-01,2023-05-05,31440.0,31440.0,1995,11.0,1.0,0.6979961832061069,1.0,0.6979961832061069
LINE-01,2023-05-06,29280.0,29280.0,1785,11.0,1.0,0.670594262295082,1.0,0.670594262295082
LINE-01,2023-05-08,46680.0,46680.0,2204,11.0,1.0,0.5193658954584405,1.0,0.5193658954584405
LINE-01,2023-05-09,20100.0,20100.0,1647,11.0,1.0,0.9013432835820896,1.0,0.9013432835820896
LINE-01,2023-05-10,47340.0,47340.0,2704,11.0,1.0,0.6283058724123363,1.0,0.6283058724123363
LINE-01,2023-05-11,24600.0,24600.0,1971,11.0,1.0,0.8813414634146342,1.0,0.8813414634146342
LINE-01,2023-05-12,34260.0,34260.0,2140,11.0,1.0,0.6870986573263281,1.0,0.6870986573263281
LINE-01,2023-05-13,41880.0,41880.0,2560,11.0,1.0,0.6723973256924546,1.0,0.6723973256924546
LINE-01,2023-05-15,44640.0,44640.0,2536,11.0,1.0,0.624910394265233,1.0,0.624910394265233
LINE-01,2023-05-16,22860.0,22860.0,1992,11.0,1.0,0.9585301837270341,1.0,0.9585301837270341
LINE-01,2023-05-17,44880.0,44880.0,2707,11.0,1.0,0.6634803921568627,1.0,0.6634803921568627
LINE-01,2023-05-18,23460.0,23460.0,1984,11.0,1.0,0.9302642796248934,1.0,0.9302642796248934
LINE-01,2023-05-19,31860.0,31860.0,2287,11.0,1.0,0.7896107972379158,1.0,0.7896107972379158
LINE-01,2023-05-20,44100.0,44100.0,2510,11.0,1.0,0.626077097505669,1.0,0.626077097505669
LINE-01,2023-05-22,22500.0,22500.0,1822,11.0,1.0,0.8907555555555555,1.0,0.8907555555555555
LINE-01,2023-05-23,44580.0,44580.0,2671,11.0,1.0,0.6590623598026021,1.0,0.6590623598026021
LINE-01,2023-05-24,36720.0,36720.0,1942,11.0,1.0,0.5817538126361655,1.0,0.5817538126361655
LINE-01,2023-05-25,27480.0,27480.0,2298,11.0,1.0,0.9198689956331878,1.0,0.9198689956331878
LINE-01,2023-05-26,33720.0,33720.0,2190,11.0,1.0,0.7144128113879004,1.0,0.7144128113879004
LINE-01,2023-05-27,40860.0,40860.0,2736,11.0,1.0,0.7365638766519824,1.0,0.7365638766519824
LINE-01,2023-05-29,23400.0,23400.0,1983,11.0,1.0,0.9321794871794872,1.0,0.9321794871794872
LINE-01,2023-05-30,23040.0,23040.0,1984,11.0,1.0,0.9472222222222222,1.0,0.9472222222222222
LINE-01,2023-05-31,44340.0,44340.0,2791,11.0,1.0,0.6923996391520072,1.0,0.6923996391520072
LINE-01,2023-06-01,43200.0,43200.0,2779,11.0,1.0,0.7076157407407407,1.0,0.7076157407407407
LINE-01,2023-06-02,15600.0,15600.0,1394,11.0,1.0,0.982948717948718,1.0,0.982948717948718
LINE-01,2023-06-03,38880.0,38880.0,2254,11.0,1.0,0.6377057613168724,1.0,0.6377057613168724
LINE-01,2023-06-05,44820.0,44820.0,2782,11.0,1.0,0.6827755466309683,1.0,0.6827755466309683
LINE-01,2023-06-06,22320.0,22320.0,1963,11.0,1.0,0.9674283154121864,1.0,0.9674283154121864
LINE-01,2023-06-07,23100.0,23100.0,1945,11.0,1.0,0.9261904761904762,1.0,0.9261904761904762
LINE-01,2023-06-08,22140.0,22140.0,1948,11.0,1.0,0.9678410117434507,1.0,0.9678410117434507
LINE-01,2023-06-09,32160.0,32160.0,1936,11.0,1.0,0.6621890547263681,1.0,0.6621890547263681
LINE-01,2023-06-10,39840.0,39840.0,2643,11.0,1.0,0.7297439759036145,1.0,0.7297439759036145
LINE-01,2023-06-12,23100.0,23100.0,1981,11.0,1.0,0.9433333333333334,1.0,0.9433333333333334
LINE-01,2023-06-13,45480.0,45480.0,2779,11.0,1.0,0.672141600703606,1.0,0.672141600703606
LINE-01,2023-06-14,23700.0,23700.0,1969,11.0,1.0,0.9138818565400844,1.0,0.9138818565400844
LINE-01,2023-06-15,44820.0,44820.0,2855,11.0,1.0,0.7006916555109326,1.0,0.7006916555109326
LINE-01,2023-06-16,57480.0,57480.0,1370,11.0,1.0,0.26217814892136393,1.0,0.26217814892136393
LINE-01,2023-06-17,35640.0,35640.0,2272,11.0,1.0,0.7012345679012346,1.0,0.7012345679012346
LINE-01,2023-06-19,21840.0,21840.0,1983,11.0,1.0,0.9987637362637363,1.0,0.9987637362637363
LINE-01,2023-06-20,43320.0,43320.0,2772,11.0,1.0,0.7038781163434903,1.0,0.7038781163434903
LINE-01,2023-06-21,29700.0,29700.0,2264,11.0,1.0,0.8385185185185186,1.0,0.8385185185185186
LINE-01,2023-06-22,45000.0,45000.0,2779,11.0,1.0,0.6793111111111111,1.0,0.6793111111111111
LINE-01,2023-06-23,16620.0,16620.0,1600,11.0,1.0,1.058965102286402,1.0,1.058965102286402
LINE-01,2023-06-24,24420.0,24420.0,2048,11.0,1.0,0.9225225225225225,1.0,0.9225225225225225
LINE-01,2023-07-04,46980.0,46980.0,2782,11.0,1.0,0.6513835674755215,1.0,0.6513835674755215
LINE-01,2023-07-05,23460.0,23460.0,1945,11.0,1.0,0.9119778346121057,1.0,0.9119778346121057
LINE-01,2023-07-06,45840.0,45840.0,2587,11.0,1.0,0.6207897033158813,1.0,0.6207897033158813
LINE-01,2023-07-07,15780.0,15780.0,1395,11.0,1.0,0.9724334600760456,1.0,0.9724334600760456
LINE-01,2023-07-08,40560.0,40560.0,2625,11.0,1.0,0.7119082840236687,1.0,0.7119082840236687
LINE-01,2023-07-10,47040.0,47040.0,2784,11.0,1.0,0.6510204081632653,1.0,0.6510204081632653
LINE-01,2023-07-11,46320.0,46320.0,2647,11.0,1.0,0.628605354058722,1.0,0.628605354058722
LINE-01,2023-07-12,16620.0,16620.0,1677,11.0,1.0,1.109927797833935,1.0,1.109927797833935
LINE-01,2023-07-13,23220.0,23220.0,1995,11.0,1.0,0.9450904392764858,1.0,0.9450904392764858
LINE-01,2023-07-14,24420.0,24420.0,1815,11.0,1.0,0.8175675675675675,1.0,0.8175675675675675
LINE-01,2023-07-15,43500.0,43500.0,2555,11.0,1.0,0.6460919540229885,1.0,0.6460919540229885
LINE-01,2023-07-17,22980.0,22980.0,1984,11.0,1.0,0.9496953872932985,1.0,0.9496953872932985
LINE-01,2023-07-18,32460.0,32460.0,2348,11.0,1.0,0.795686999383857,1.0,0.795686999383857
LINE-01,2023-07-19,34320.0,34320.0,2377,11.0,1.0,0.7618589743589743,1.0,0.7618589743589743
LINE-01,2023-07-20,43380.0,43380.0,2778,11.0,1.0,0.7044260027662518,1.0,0.7044260027662518
LINE-01,2023-07-21,31800.0,31800.0,1975,11.0,1.0,0.6831761006289309,1.0,0.6831761006289309
LINE-01,2023-07-22,20820.0,20820.0,1637,11.0,1.0,0.8648895292987512,1.0,0.8648895292987512
LINE-01,2023-07-24,45660.0,45660.0,2761,11.0,1.0,0.665155497152869,1.0,0.665155497152869
LINE-01,2023-07-25,23220.0,23220.0,2007,11.0,1.0,0.9507751937984497,1.0,0.9507751937984497
LINE-01,2023-07-26,44040.0,44040.0,2457,11.0,1.0,0.613692098092643,1.0,0.613692098092643
LINE-01,2023-07-27,23820.0,23820.0,1947,11.0,1.0,0.8991183879093199,1.0,0.8991183879093199
LINE-01,2023-07-28,18540.0,18540.0,1737,11.0,1.0,1.0305825242718447,1.0,1.0305825242718447
LINE-01,2023-07-29,44340.0,44340.0,2645,11.0,1.0,0.6561795218764096,1.0,0.6561795218764096
LINE-01,2023-07-31,46320.0,46320.0,2953,11.0,1.0,0.7012737478411053,1.0,0.7012737478411053
LINE-01,2023-08-01,41100.0,41100.0,2951,11.0,1.0,0.7898053527980535,1.0,0.7898053527980535
LINE-01,2023-08-02,22620.0,22620.0,1945,11.0,1.0,0.945844385499558,1.0,0.945844385499558
LINE-01,2023-08-03,29220.0,29220.0,1899,11.0,1.0,0.7148870636550309,1.0,0.7148870636550309
LINE-01,2023-08-04,16740.0,16740.0,1360,11.0,1.0,0.8936678614097969,1.0,0.8936678614097969
LINE-01,2023-08-05,43860.0,43860.0,2636,11.0,1.0,0.6611035111719106,1.0,0.6611035111719106
LINE-01,2023-08-07,47520.0,47520.0,1944,11.0,1.0,0.45,1.0,0.45
LINE-01,2023-08-08,45840.0,45840.0,3744,11.0,1.0,0.8984293193717278,1.0,0.8984293193717278
LINE-01,2023-08-09,22080.0,22080.0,1898,11.0,1.0,0.9455615942028985,1.0,0.9455615942028985
LINE-01,2023-08-10,44940.0,44940.0,3129,11.0,1.0,0.7658878504672897,1.0,0.7658878504672897
LINE-01,2023-08-11,16080.0,16080.0,1442,11.0,1.0,0.9864427860696517,1.0,0.9864427860696517
LINE-01,2023-08-12,43500.0,43500.0,2775,11.0,1.0,0.7017241379310345,1.0,0.7017241379310345
LINE-01,2023-08-22,22680.0,22680.0,1984,11.0,1.0,0.962257495590829,1.0,0.962257495590829
LINE-01,2023-08-23,45000.0,45000.0,2964,11.0,1.0,0.7245333333333334,1.0,0.7245333333333334
LINE-01,2023-08-24,45180.0,45180.0,2769,11.0,1.0,0.6741699867197876,1.0,0.6741699867197876
LINE-01,2023-08-25,16860.0,16860.0,1545,11.0,1.0,1.0080071174377223,1.0,1.0080071174377223
LINE-01,2023-08-26,36840.0,36840.0,2525,11.0,1.0,0.7539359391965255,1.0,0.7539359391965255
LINE-01,2023-08-28,42360.0,42360.0,1971,11.0,1.0,0.5118271954674221,1.0,0.5118271954674221
LINE-01,2023-08-29,45360.0,45360.0,2933,11.0,1.0,0.7112654320987655,1.0,0.7112654320987655
LINE-01,2023-08-30,43200.0,43200.0,3959,11.0,1.0,1.0080787037037038,1.0,1.0080787037037038
LINE-01,2023-08-31,40680.0,40680.0,1819,11.0,1.0,0.49186332350049167,1.0,0.49186332350049167
LINE-01,2023-09-01,32400.0,32400.0,2943,11.0,1.0,0.9991666666666666,1.0,0.9991666666666666
LINE-01,2023-09-02,40560.0,40560.0,3003,11.0,1.0,0.8144230769230769,1.0,0.8144230769230769
LINE-01,2023-09-04,41520.0,41520.0,1959,11.0,1.0,0.5190028901734104,1.0,0.5190028901734104
LINE-01,2023-09-05,43440.0,43440.0,3516,11.0,1.0,0.8903314917127072,1.0,0.8903314917127072
LINE-01,2023-09-06,43560.0,43560.0,2381,11.0,1.0,0.6012626262626263,1.0,0.6012626262626263
LINE-01,2023-09-07,41580.0,41580.0,3927,11.0,1.0,1.038888888888889,1.0,1.038888888888889
LINE-01,2023-09-08,29940.0,29940.0,1420,11.0,1.0,0.5217100868403474,1.0,0.5217100868403474
LINE-01,2023-09-09,36600.0,36600.0,3327,11.0,1.0,0.9999180327868853,1.0,0.9999180327868853
LINE-01,2023-09-11,44520.0,44520.0,2229,11.0,1.0,0.5507412398921833,1.0,0.5507412398921833
LINE-01,2023-09-12,44280.0,44280.0,3537,11.0,1.0,0.8786585365853659,1.0,0.8786585365853659
LINE-01,2023-09-13,33900.0,33900.0,1459,11.0,1.0,0.47342182890855455,1.0,0.47342182890855455
LINE-01,2023-09-14,43740.0,43740.0,2800,11.0,1.0,0.7041609510745314,1.0,0.7041609510745314
LINE-01,2023-09-15,33540.0,33540.0,3086,11.0,1.0,1.0121049493142515,1.0,1.0121049493142515
LINE-01,2023-09-16,42960.0,42960.0,2538,11.0,1.0,0.6498603351955308,1.0,0.6498603351955308
LINE-01,2023-09-18,46080.0,46080.0,3014,11.0,1.0,0.7194878472222223,1.0,0.7194878472222223
LINE-01,2023-09-19,43800.0,43800.0,2935,11.0,1.0,0.7371004566210045,1.0,0.7371004566210045
LINE-01,2023-09-20,43560.0,43560.0,3250,11.0,1.0,0.8207070707070707,1.0,0.8207070707070707
LINE-01,2023-09-21,43680.0,43680.0,2693,11.0,1.0,0.6781822344322345,1.0,0.6781822344322345
LINE-01,2023-09-22,31200.0,31200.0,1347,11.0,1.0,0.4749038461538462,1.0,0.4749038461538462
LINE-01,2023-09-23,45900.0,45900.0,3710,11.0,1.0,0.8891067538126362,1.0,0.8891067538126362
LINE-01,2023-09-25,44640.0,44640.0,3046,11.0,1.0,0.7505824372759856,1.0,0.7505824372759856
LINE-01,2023-09-26,44460.0,44460.0,2940,11.0,1.0,0.7273954116059379,1.0,0.7273954116059379
LINE-01,2023-09-27,43860.0,43860.0,2216,11.0,1.0,0.5557683538531691,1.0,0.5557683538531691
LINE-01,2023-09-29,33600.0,33600.0,2857,11.0,1.0,0.935327380952381,1.0,0.935327380952381
LINE-01,2023-10-02,46260.0,46260.0,1985,11.0,1.0,0.47200605274535234,1.0,0.47200605274535234
LINE-01,2023-10-03,46800.0,46800.0,3971,11.0,1.0,0.9333547008547008,1.0,0.9333547008547008
LINE-01,2023-10-04,44280.0,44280.0,2369,11.0,1.0,0.5885049683830171,1.0,0.5885049683830171
LINE-01,2023-10-05,45660.0,45660.0,3167,11.0,1.0,0.7629653964082348,1.0,0.7629653964082348
LINE-01,2023-10-06,33960.0,33960.0,2632,11.0,1.0,0.8525323910482921,1.0,0.8525323910482921
LINE-01,2023-10-07,43860.0,43860.0,2700,11.0,1.0,0.6771545827633378,1.0,0.6771545827633378
LINE-01,2023-10-09,42480.0,42480.0,1976,11.0,1.0,0.5116760828625235,1.0,0.5116760828625235
LINE-01,2023-10-10,43020.0,43020.0,3977,11.0,1.0,1.0168991166899117,1.0,1.0168991166899117
LINE-01,2023-10-11,22200.0,22200.0,1973,11.0,1.0,0.9776126126126126,1.0,0.9776126126126126
LINE-01,2023-10-12,21600.0,21600.0,2023,11.0,1.0,1.0302314814814815,1.0,1.0302314814814815
LINE-01,2023-10-13,32760.0,32760.0,1557,11.0,1.0,0.5228021978021978,1.0,0.5228021978021978
LINE-01,2023-10-14,41760.0,41760.0,3593,11.0,1.0,0.9464319923371648,1.0,0.9464319923371648
LINE-01,2023-10-16,43260.0,43260.0,1978,11.0,1.0,0.5029588534442904,1.0,0.5029588534442904
LINE-01,2023-10-17,44640.0,44640.0,3826,11.0,1.0,0.9427867383512545,1.0,0.9427867383512545
LINE-01,2023-10-18,14940.0,14940.0,1480,11.0,1.0,1.0896921017402945,1.0,1.0896921017402945
LINE-01,2023-10-19,42660.0,42660.0,2127,11.0,1.0,0.5484528832630099,1.0,0.5484528832630099
LINE-01,2023-10-20,31080.0,31080.0,2612,11.0,1.0,0.9244530244530245,1.0,0.9244530244530245
LINE-01,2023-10-21,44220.0,44220.0,3285,11.0,1.0,0.8171641791044776,1.0,0.8171641791044776
LINE-01,2023-10-23,45900.0,45900.0,2465,11.0,1.0,0.5907407407407408,1.0,0.5907407407407408
LINE-01,2023-10-24,42720.0,42720.0,2302,11.0,1.0,0.5927434456928838,1.0,0.5927434456928838
LINE-01,2023-10-25,24960.0,24960.0,2291,11.0,1.0,1.0096554487179488,1.0,1.0096554487179488
LINE-01,2023-10-26,32400.0,32400.0,2933,11.0,1.0,0.9957716049382717,1.0,0.9957716049382717
LINE-01,2023-10-27,32700.0,32700.0,2093,11.0,1.0,0.7040672782874617,1.0,0.7040672782874617
LINE-01,2023-10-28,33960.0,33960.0,2913,11.0,1.0,0.9435512367491166,1.0,0.9435512367491166
LINE-01,2023-10-30,47340.0,47340.0,2877,11.0,1.0,0.6685044359949303,1.0,0.6685044359949303
LINE-01,2023-10-31,19980.0,19980.0,1759,11.0,1.0,0.9684184184184185,1.0,0.9684184184184185
LINE-01,2023-11-01,45360.0,45360.0,3117,11.0,1.0,0.7558862433862434,1.0,0.7558862433862434
LINE-01,2023-11-02,27420.0,27420.0,2114,11.0,1.0,0.8480671043034281,1.0,0.8480671043034281
LINE-01,2023-11-03,36000.0,36000.0,2079,11.0,1.0,0.63525,1.0,0.63525
LINE-01,2023-11-04,43680.0,43680.0,3306,11.0,1.0,0.8325549450549451,1.0,0.8325549450549451
LINE-01,2023-11-07,23040.0,23040.0,1996,11.0,1.0,0.9529513888888889,1.0,0.9529513888888889
LINE-01,2023-11-08,45240.0,45240.0,2561,11.0,1.0,0.6227011494252873,1.0,0.6227011494252873
LINE-01,2023-11-09,25380.0,25380.0,2302,11.0,1.0,0.9977147360126084,1.0,0.9977147360126084
LINE-01,2023-11-10,16020.0,16020.0,1542,11.0,1.0,1.0588014981273408,1.0,1.0588014981273408
LINE-01,2023-11-11,46800.0,46800.0,2792,11.0,1.0,0.6562393162393162,1.0,0.6562393162393162
LINE-01,2023-11-13,21360.0,21360.0,1988,11.0,1.0,1.0237827715355805,1.0,1.0237827715355805
LINE-01,2023-11-14,43680.0,43680.0,2353,11.0,1.0,0.5925595238095238,1.0,0.5925595238095238
LINE-01,2023-11-15,44820.0,44820.0,3660,11.0,1.0,0.8982597054886211,1.0,0.8982597054886211
