PRODUCTION_LINE,Date,Planned_Production_Time_Seconds,Actual_Run_Time_Seconds,Total_Actual_Output,Ideal_Cycle_Time_Seconds,Availability,Performance,Quality,OEE
LINE-06,2023-01-02,35700.0,35700.0,2747,11.0,1.0,0.8464145658263306,1.0,0.8464145658263306
LINE-06,2023-01-03,46080.0,46080.0,3443,11.0,1.0,0.8218967013888889,1.0,0.8218967013888889
LINE-06,2023-01-04,44700.0,44700.0,3518,11.0,1.0,0.8657270693512304,1.0,0.8657270693512304
LINE-06,2023-01-05,24720.0,24720.0,1952,11.0,1.0,0.8686084142394822,1.0,0.8686084142394822
LINE-06,2023-01-06,24840.0,24840.0,2095,11.0,1.0,0.9277375201288245,1.0,0.9277375201288245
LINE-06,2023-01-07,19260.0,19260.0,1552,11.0,1.0,0.8863966770508827,1.0,0.8863966770508827
LINE-06,2023-01-09,45900.0,45900.0,3405,11.0,1.0,0.8160130718954248,1.0,0.8160130718954248
LINE-06,2023-01-10,35880.0,35880.0,2832,11.0,1.0,0.8682274247491639,1.0,0.8682274247491639
LINE-06,2023-01-11,47220.0,47220.0,3808,11.0,1.0,0.8870817450232952,1.0,0.8870817450232952
LINE-06,2023-01-12,38400.0,38400.0,2800,11.0,1.0,0.8020833333333334,1.0,0.8020833333333334
LINE-06,2023-01-13,34500.0,34500.0,2850,11.0,1.0,0.908695652173913,1.0,0.908695652173913
LINE-06,2023-01-14,33480.0,33480.0,2755,11.0,1.0,0.9051672640382318,1.0,0.9051672640382318
LINE-06,2023-01-17,29280.0,29280.0,2207,11.0,1.0,0.8291325136612022,1.0,0.8291325136612022
LINE-06,2023-01-18,46080.0,46080.0,3341,11.0,1.0,0.7975477430555555,1.0,0.7975477430555555
LINE-06,2023-01-19,33660.0,33660.0,2671,11.0,1.0,0.8728758169934641,1.0,0.8728758169934641
LINE-06,2023-01-20,35340.0,35340.0,2703,11.0,1.0,0.8413412563667233,1.0,0.8413412563667233
LINE-06,2023-01-21,47460.0,47460.0,3777,11.0,1.0,0.8754108723135272,1.0,0.8754108723135272
LINE-06,2023-01-23,48660.0,48660.0,3711,11.0,1.0,0.8389025893958076,1.0,0.8389025893958076
LINE-06,2023-01-24,46500.0,46500.0,3104,11.0,1.0,0.7342795698924731,1.0,0.7342795698924731
LINE-06,2023-01-25,47040.0,47040.0,3265,11.0,1.0,0.763499149659864,1.0,0.763499149659864
LINE-06,2023-01-26,32220.0,32220.0,2416,11.0,1.0,0.8248292985723154,1.0,0.8248292985723154
LINE-06,2023-01-27,33420.0,33420.0,2897,11.0,1.0,0.9535308198683423,1.0,0.9535308198683423
